date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
5/4/2020,NL,199,26,,,40770,5082,,
5/4/2020,SE,477,73,,,23172,3331,,
5/5/2020,ES,986,181,,,236061,26747,,
5/5/2020,FR,1104,234,52736,10772,132967,16060,1253981,291648
5/5/2020,GB,3672,463,,67444,195432,30948,,1283443
5/5/2020,DE,6,0,,,610,9,,
5/5/2020,IT,1075,236,2352,55263,213013,29315,85231,2246666
5/5/2020,NL,317,86,,,41087,5168,,
5/5/2020,SE,657,80,,,23829,3411,,
5/6/2020,ES,963,151,,,237024,26898,,
5/6/2020,FR,4183,177,53972,9391,137150,16237,1307953,301039
5/6/2020,GB,3826,460,,74761,199258,31408,,1360595
5/6/2020,DE,5,0,,,615,9,,
5/6/2020,IT,1444,369,8014,64263,214457,29684,93245,2310929
5/6/2020,NL,232,36,,,41319,5204,,
5/6/2020,SE,745,60,,,24574,3471,,
5/7/2020,ES,963,164,,,237987,27062,,
5/7/2020,FR,629,149,55027,8596,137779,16386,1362980,309635
5/7/2020,GB,3766,460,,78912,203024,31868,,1439506
5/7/2020,DE,8,1,,,623,10,,
5/7/2020,IT,1401,274,3031,70359,215858,29958,96276,2381288
5/7/2020,NL,455,84,,,41774,5288,,
5/7/2020,SE,784,69,,,25358,3540,,
5/8/2020,ES,926,145,,,238913,27207,,
5/8/2020,FR,642,111,55782,448,138421,16497,1418762,310083
5/8/2020,GB,3059,380,,77892,206083,32248,,1517402
5/8/2020,DE,3,0,,,626,10,,
5/8/2020,IT,1327,243,2747,63775,217185,30201,99023,2445063
5/8/2020,NL,319,71,,,42093,5359,,
5/8/2020,SE,700,74,,,26058,3614,,
5/9/2020,ES,906,125,,,239819,27332,,
5/9/2020,FR,433,76,56038,1529,138854,16573,1474800,311612
5/9/2020,GB,2160,378,,77202,208243,32626,,1594604
5/9/2020,DE,9,0,,,635,10,,
5/9/2020,IT,1083,194,4008,69171,218268,30395,103031,2514234
5/9/2020,NL,289,63,,,42382,5422,,267678
5/9/2020,SE,509,64,,,26567,3678,,
5/10/2020,ES,484,110,,,240303,27442,,
5/10/2020,FR,209,69,56217,293,139063,16642,1531017,311905
5/10/2020,GB,2325,346,,76942,210568,32972,,1671546
5/10/2020,DE,3,1,,,638,11,,
5/10/2020,IT,802,165,2155,51678,219070,30560,105186,2565912
5/10/2020,NL,245,18,,,42627,5440,,
5/10/2020,SE,279,61,,,26846,3739,,
5/11/2020,ES,312,122,,,240615,27564,,
5/11/2020,FR,456,178,56724,10365,139519,16820,1587741,322270
5/11/2020,GB,3577,308,,70360,214145,33280,,1741989
5/11/2020,DE,4,0,,,642,11,,
5/11/2020,IT,744,179,1401,40740,219814,30739,106587,2606652
5/11/2020,NL,161,16,,,42788,5456,,
5/11/2020,SE,455,50,,,27301,3789,,
5/12/2020,ES,550,112,,,241165,27676,,
5/12/2020,FR,708,183,57785,10608,140227,17003,1645526,332878
5/12/2020,GB,3401,320,,74859,217546,33600,,1816848
5/12/2020,DE,5,0,,,647,11,,
5/12/2020,IT,1402,172,2452,67003,221216,30911,109039,2673655
5/12/2020,NL,196,54,,,42984,5510,,
5/12/2020,SE,754,46,,,28055,3835,,
5/13/2020,ES,659,87,,,241824,27763,,
5/13/2020,FR,507,98,58673,39857,140734,17101,1704199,372735
5/13/2020,GB,3309,316,,83472,220855,33916,,1901014
5/13/2020,DE,20,1,,,667,12,,
5/13/2020,IT,888,195,3502,61973,222104,31106,112541,2735628
5/13/2020,NL,227,52,,,43211,5562,,
5/13/2020,SE,698,58,,,28753,3893,,
5/14/2020,ES,735,85,,,242559,27848,,
5/14/2020,FR,622,123,59605,43171,141356,17224,1763804,415906
5/14/2020,GB,2631,333,,85166,223486,34249,,1986193
5/14/2020,DE,4,0,,,671,12,,
5/14/2020,IT,992,262,2747,71876,223096,31368,115288,2807504
5/14/2020,NL,270,28,,,43481,5590,,
5/14/2020,SE,657,49,,,29410,3942,,
5/15/2020,ES,767,77,,,243326,27925,,
5/15/2020,FR,563,118,60448,48446,141919,17342,1824252,464352
5/15/2020,GB,2534,312,,93934,226020,34561,,2082174
5/15/2020,DE,12,0,,,683,12,,
5/15/2020,IT,789,242,4917,68176,223885,31610,120205,2875680
5/15/2020,NL,200,53,,,43681,5643,,
5/15/2020,SE,688,53,,,30098,3995,,
5/16/2020,ES,760,63,,,244086,27988,,
5/16/2020,FR,372,70,61066,16649,142291,17412,1885318,481001
5/16/2020,GB,2080,313,,93353,228100,34874,,2175527
5/16/2020,DE,12,0,,,695,12,,
5/16/2020,IT,875,153,2605,69179,224760,31763,122810,2944859
5/16/2020,NL,189,27,,,43870,5670,,300365
5/16/2020,SE,358,61,,,30456,4056,,
5/17/2020,ES,333,60,,,244419,28048,,
5/17/2020,FR,120,54,61213,6635,142411,17466,1946531,487636
5/17/2020,GB,1836,266,,82141,229936,35140,,2257668
5/17/2020,DE,6,0,,,701,12,,
5/17/2020,IT,675,145,2366,60101,225435,31908,125176,3004960
5/17/2020,NL,125,10,,,43995,5680,,
5/17/2020,SE,259,40,,,30715,4096,,
5/18/2020,ES,233,71,,,244652,28119,,
5/18/2020,FR,492,123,61728,51902,142903,17589,2008259,539538
5/18/2020,GB,2584,293,,72532,232520,35433,,2330252
5/18/2020,DE,6,0,,,707,12,,
5/18/2020,IT,451,99,2150,36406,225886,32007,127326,3041366
5/18/2020,NL,146,14,,,44141,5694,,
5/18/2020,SE,430,54,,,31145,4150,,
5/19/2020,ES,597,67,,,245249,28186,,
5/19/2020,FR,524,125,62563,53453,143427,17714,2070822,592991
5/19/2020,GB,3057,273,,88126,235577,35706,,2410097
5/19/2020,DE,6,0,,,713,12,,
5/19/2020,IT,813,162,2075,63158,226699,32169,129401,3104524
5/19/2020,NL,108,21,,,44249,5715,,
5/19/2020,SE,666,54,,,31811,4204,,
5/20/2020,ES,803,56,,,246052,28242,,
5/20/2020,FR,418,98,63354,53746,143845,17812,2134176,646737
5/20/2020,GB,2706,268,,87819,238283,35974,,2497915
5/20/2020,DE,8,0,,,721,12,,
5/20/2020,IT,665,161,2881,67195,227364,32330,132282,3171719
5/20/2020,NL,198,33,,,44447,5748,,
5/20/2020,SE,808,56,,,32619,4260,,
5/21/2020,ES,685,68,,,246737,28310,,
5/21/2020,FR,318,58,63858,9610,144163,17870,2198034,656347
5/21/2020,GB,2573,237,,107919,240856,36211,,2605843
5/21/2020,DE,2,0,,,723,12,,
5/21/2020,IT,642,156,2278,71679,228006,32486,134560,3243398
5/21/2020,NL,253,27,,,44700,5775,,
5/21/2020,SE,610,56,,,33229,4316,,
5/22/2020,ES,751,71,,,247488,28381,,
5/22/2020,FR,393,74,64209,50867,144556,17944,2262243,707214
5/22/2020,GB,2060,222,,92143,242916,36433,,2697987
5/22/2020,DE,5,0,,,728,12,,
5/22/2020,IT,652,130,2160,75380,228658,32616,136720,3318778
5/22/2020,NL,188,13,,,44888,5788,,
5/22/2020,SE,532,44,,,33761,4360,,
5/23/2020,ES,767,58,,,248255,28439,,
5/23/2020,FR,250,43,64547,19083,144806,17987,2326790,726297
5/23/2020,GB,1527,215,,92312,244443,36648,,2790296
5/23/2020,DE,2,0,,,730,12,,
5/23/2020,IT,669,119,2120,72410,229327,32735,138840,3391188
5/23/2020,NL,176,23,,,45064,5811,,329201
5/23/2020,SE,403,42,,,34164,4402,,
5/24/2020,ES,293,55,,,248548,28494,,
5/24/2020,FR,115,35,64617,7106,144921,18022,2391407,733403
5/24/2020,GB,1367,195,,59633,245810,36843,,2849932
5/24/2020,DE,1,0,,,731,12,,
5/24/2020,IT,531,50,1639,55824,229858,32785,140479,3447012
5/24/2020,NL,172,11,,,45236,5822,,
5/24/2020,SE,210,28,,,34374,4430,,
5/25/2020,ES,257,66,,,248805,28560,,
5/25/2020,FR,358,90,65199,51971,145279,18112,2456606,785374
5/25/2020,GB,1621,201,,78478,247431,37044,,2998370
5/25/2020,DE,1,0,,,732,12,,
5/25/2020,IT,300,92,1502,35241,230158,32877,141981,3482253
5/25/2020,NL,209,8,,,45445,5830,,
5/25/2020,SE,491,39,,,34865,4469,,
